Row ID,Date,Category,Year-Month
7813,02/2017,Furniture,2017-02
7814,02/2017,Furniture,2017-02
7848,02/2017,Furniture,2017-02
7849,02/2017,Office Supplies,2017-02
7850,02/2017,Office Supplies,2017-02
7851,02/2017,Office Supplies,2017-02
8161,02/2017,Furniture,2017-02
8172,02/2017,Office Supplies,2017-02
8179,02/2017,Technology,2017-02
8277,02/2017,Office Supplies,2017-02
8278,02/2017,Office Supplies,2017-02
8279,02/2017,Office Supplies,2017-02
8337,02/2017,Office Supplies,2017-02
8489,02/2017,Technology,2017-02
8490,02/2017,Office Supplies,2017-02
8491,02/2017,Furniture,2017-02
8496,02/2017,Technology,2017-02
8505,02/2017,Furniture,2017-02
8513,02/2017,Furniture,2017-02
8563,02/2017,Furniture,2017-02
8679,02/2017,Office Supplies,2017-02
8680,02/2017,Technology,2017-02
8777,02/2017,Furniture,2017-02
8778,02/2017,Office Supplies,2017-02
9013,02/2017,Furniture,2017-02
9063,02/2017,Office Supplies,2017-02
9069,02/2017,Furniture,2017-02
9070,02/2017,Office Supplies,2017-02
9079,02/2017,Furniture,2017-02
9080,02/2017,Office Supplies,2017-02
9233,02/2017,Furniture,2017-02
9234,02/2017,Office Supplies,2017-02
9235,02/2017,Technology,2017-02
9236,02/2017,Office Supplies,2017-02
9237,02/2017,Furniture,2017-02
9238,02/2017,Office Supplies,2017-02
9251,02/2017,Office Supplies,2017-02
9485,02/2017,Furniture,2017-02
9486,02/2017,Office Supplies,2017-02
9722,02/2017,Furniture,2017-02
9723,02/2017,Technology,2017-02
112,03/2017,Office Supplies,2017-03
113,03/2017,Office Supplies,2017-03
152,03/2017,Office Supplies,2017-03
153,03/2017,Technology,2017-03
495,03/2017,Furniture,2017-03
575,03/2017,Office Supplies,2017-03
589,03/2017,Technology,2017-03
590,03/2017,Office Supplies,2017-03
591,03/2017,Office Supplies,2017-03
592,03/2017,Office Supplies,2017-03
664,03/2017,Office Supplies,2017-03
728,03/2017,Office Supplies,2017-03
729,03/2017,Furniture,2017-03
730,03/2017,Office Supplies,2017-03
731,03/2017,Furniture,2017-03
732,03/2017,Office Supplies,2017-03
749,03/2017,Technology,2017-03
870,03/2017,Office Supplies,2017-03
871,03/2017,Technology,2017-03
897,03/2017,Office Supplies,2017-03
981,03/2017,Furniture,2017-03
1041,03/2017,Furniture,2017-03
1328,03/2017,Office Supplies,2017-03
1352,03/2017,Office Supplies,2017-03
1382,03/2017,Furniture,2017-03
1615,03/2017,Technology,2017-03
1672,03/2017,Technology,2017-03
1693,03/2017,Furniture,2017-03
2160,03/2017,Office Supplies,2017-03
2226,03/2017,Furniture,2017-03
2283,03/2017,Office Supplies,2017-03
2346,03/2017,Office Supplies,2017-03
2347,03/2017,Office Supplies,2017-03
2348,03/2017,Furniture,2017-03
2364,03/2017,Furniture,2017-03
2365,03/2017,Office Supplies,2017-03
2366,03/2017,Office Supplies,2017-03
2394,03/2017,Office Supplies,2017-03
2474,03/2017,Furniture,2017-03
2475,03/2017,Technology,2017-03
2476,03/2017,Office Supplies,2017-03
2477,03/2017,Office Supplies,2017-03
2772,03/2017,Office Supplies,2017-03
2853,03/2017,Furniture,2017-03
2854,03/2017,Furniture,2017-03
3030,03/2017,Technology,2017-03
3074,03/2017,Office Supplies,2017-03
3091,03/2017,Office Supplies,2017-03
3092,03/2017,Technology,2017-03
3093,03/2017,Office Supplies,2017-03
3159,03/2017,Office Supplies,2017-03
3160,03/2017,Technology,2017-03
3172,03/2017,Office Supplies,2017-03
3173,03/2017,Furniture,2017-03
3174,03/2017,Office Supplies,2017-03
3312,03/2017,Furniture,2017-03
3371,03/2017,Technology,2017-03
3551,03/2017,Office Supplies,2017-03
3552,03/2017,Furniture,2017-03
3553,03/2017,Technology,2017-03
3565,03/2017,Office Supplies,2017-03
3566,03/2017,Office Supplies,2017-03
3737,03/2017,Technology,2017-03
3738,03/2017,Office Supplies,2017-03
3756,03/2017,Office Supplies,2017-03
3757,03/2017,Furniture,2017-03
3766,03/2017,Furniture,2017-03
3767,03/2017,Office Supplies,2017-03
3887,03/2017,Technology,2017-03
3929,03/2017,Furniture,2017-03
3930,03/2017,Office Supplies,2017-03
3931,03/2017,Office Supplies,2017-03
3973,03/2017,Office Supplies,2017-03
3974,03/2017,Office Supplies,2017-03
3975,03/2017,Furniture,2017-03
3976,03/2017,Office Supplies,2017-03
4003,03/2017,Furniture,2017-03
4004,03/2017,Technology,2017-03
4005,03/2017,Office Supplies,2017-03
4198,03/2017,Office Supplies,2017-03
4199,03/2017,Office Supplies,2017-03
4229,03/2017,Office Supplies,2017-03
4259,03/2017,Furniture,2017-03
4400,03/2017,Office Supplies,2017-03
4401,03/2017,Office Supplies,2017-03
4402,03/2017,Furniture,2017-03
4431,03/2017,Office Supplies,2017-03
4432,03/2017,Office Supplies,2017-03
4433,03/2017,Furniture,2017-03
4434,03/2017,Office Supplies,2017-03
4435,03/2017,Furniture,2017-03
4436,03/2017,Office Supplies,2017-03
4437,03/2017,Office Supplies,2017-03
4438,03/2017,Office Supplies,2017-03
4481,03/2017,Office Supplies,2017-03
4482,03/2017,Office Supplies,2017-03
4483,03/2017,Office Supplies,2017-03
4484,03/2017,Office Supplies,2017-03
4485,03/2017,Office Supplies,2017-03
4486,03/2017,Office Supplies,2017-03
4487,03/2017,Office Supplies,2017-03
4748,03/2017,Office Supplies,2017-03
4749,03/2017,Furniture,2017-03
5059,03/2017,Office Supplies,2017-03
5199,03/2017,Office Supplies,2017-03
5200,03/2017,Office Supplies,2017-03
5201,03/2017,Technology,2017-03
5202,03/2017,Technology,2017-03
5354,03/2017,Office Supplies,2017-03
5421,03/2017,Technology,2017-03
5422,03/2017,Technology,2017-03
5426,03/2017,Technology,2017-03
5427,03/2017,Furniture,2017-03
5754,03/2017,Furniture,2017-03
5830,03/2017,Furniture,2017-03
5831,03/2017,Furniture,2017-03
5884,03/2017,Furniture,2017-03
5885,03/2017,Office Supplies,2017-03
5898,03/2017,Furniture,2017-03
5899,03/2017,Technology,2017-03
6116,03/2017,Office Supplies,2017-03
6128,03/2017,Furniture,2017-03
6158,03/2017,Office Supplies,2017-03
6159,03/2017,Technology,2017-03
6160,03/2017,Office Supplies,2017-03
6370,03/2017,Furniture,2017-03
6382,03/2017,Furniture,2017-03
6383,03/2017,Technology,2017-03
6474,03/2017,Office Supplies,2017-03
6779,03/2017,Furniture,2017-03
6780,03/2017,Furniture,2017-03
6781,03/2017,Office Supplies,2017-03
6782,03/2017,Office Supplies,2017-03
7046,03/2017,Office Supplies,2017-03
7158,03/2017,Office Supplies,2017-03
7159,03/2017,Office Supplies,2017-03
7415,03/2017,Furniture,2017-03
7416,03/2017,Technology,2017-03
7417,03/2017,Technology,2017-03
7418,03/2017,Office Supplies,2017-03
7419,03/2017,Office Supplies,2017-03
7420,03/2017,Office Supplies,2017-03
7421,03/2017,Office Supplies,2017-03
7422,03/2017,Office Supplies,2017-03
7423,03/2017,Technology,2017-03
7563,03/2017,Furniture,2017-03
7648,03/2017,Office Supplies,2017-03
7649,03/2017,Furniture,2017-03
7695,03/2017,Furniture,2017-03
7872,03/2017,Office Supplies,2017-03
7873,03/2017,Furniture,2017-03
7874,03/2017,Office Supplies,2017-03
7875,03/2017,Office Supplies,2017-03
7909,03/2017,Furniture,2017-03
7910,03/2017,Office Supplies,2017-03
7911,03/2017,Office Supplies,2017-03
7912,03/2017,Furniture,2017-03
7931,03/2017,Office Supplies,2017-03
8049,03/2017,Office Supplies,2017-03
8382,03/2017,Technology,2017-03
8545,03/2017,Furniture,2017-03
8546,03/2017,Furniture,2017-03
8547,03/2017,Office Supplies,2017-03
8572,03/2017,Office Supplies,2017-03
8604,03/2017,Technology,2017-03
8605,03/2017,Technology,2017-03
8606,03/2017,Technology,2017-03
8660,03/2017,Office Supplies,2017-03
8934,03/2017,Furniture,2017-03
8942,03/2017,Office Supplies,2017-03
8943,03/2017,Technology,2017-03
8967,03/2017,Technology,2017-03
8968,03/2017,Furniture,2017-03
9018,03/2017,Office Supplies,2017-03
9019,03/2017,Office Supplies,2017-03
9130,03/2017,Furniture,2017-03
9131,03/2017,Office Supplies,2017-03
9169,03/2017,Office Supplies,2017-03
9170,03/2017,Office Supplies,2017-03
9177,03/2017,Office Supplies,2017-03
9343,03/2017,Office Supplies,2017-03
9494,03/2017,Furniture,2017-03
9495,03/2017,Office Supplies,2017-03
9559,03/2017,Technology,2017-03
9560,03/2017,Office Supplies,2017-03
9561,03/2017,Furniture,2017-03
9562,03/2017,Technology,2017-03
9563,03/2017,Technology,2017-03
9564,03/2017,Office Supplies,2017-03
9773,03/2017,Office Supplies,2017-03
70,04/2017,Office Supplies,2017-04
238,04/2017,Office Supplies,2017-04
239,04/2017,Furniture,2017-04
240,04/2017,Furniture,2017-04
241,04/2017,Technology,2017-04
242,04/2017,Furniture,2017-04
243,04/2017,Furniture,2017-04
244,04/2017,Office Supplies,2017-04
324,04/2017,Office Supplies,2017-04
325,04/2017,Technology,2017-04
332,04/2017,Technology,2017-04
333,04/2017,Office Supplies,2017-04
334,04/2017,Office Supplies,2017-04
359,04/2017,Office Supplies,2017-04
418,04/2017,Furniture,2017-04
430,04/2017,Office Supplies,2017-04
431,04/2017,Technology,2017-04
432,04/2017,Technology,2017-04
433,04/2017,Office Supplies,2017-04
463,04/2017,Furniture,2017-04
464,04/2017,Furniture,2017-04
465,04/2017,Office Supplies,2017-04
466,04/2017,Office Supplies,2017-04
467,04/2017,Office Supplies,2017-04
552,04/2017,Furniture,2017-04
611,04/2017,Technology,2017-04
612,04/2017,Office Supplies,2017-04
665,04/2017,Office Supplies,2017-04
703,04/2017,Furniture,2017-04
1037,04/2017,Furniture,2017-04
1072,04/2017,Office Supplies,2017-04
1180,04/2017,Technology,2017-04
1223,04/2017,Furniture,2017-04
1224,04/2017,Technology,2017-04
1225,04/2017,Office Supplies,2017-04
1226,04/2017,Office Supplies,2017-04
1227,04/2017,Office Supplies,2017-04
1228,04/2017,Office Supplies,2017-04
1271,04/2017,Office Supplies,2017-04
1272,04/2017,Office Supplies,2017-04
1273,04/2017,Office Supplies,2017-04
1403,04/2017,Furniture,2017-04
1404,04/2017,Office Supplies,2017-04
1534,04/2017,Office Supplies,2017-04
1577,04/2017,Office Supplies,2017-04
1591,04/2017,Office Supplies,2017-04
1592,04/2017,Office Supplies,2017-04
1605,04/2017,Technology,2017-04
1606,04/2017,Office Supplies,2017-04
1607,04/2017,Office Supplies,2017-04
1608,04/2017,Office Supplies,2017-04
1609,04/2017,Office Supplies,2017-04
1610,04/2017,Office Supplies,2017-04
1716,04/2017,Office Supplies,2017-04
1764,04/2017,Office Supplies,2017-04
1765,04/2017,Office Supplies,2017-04
1766,04/2017,Furniture,2017-04
1767,04/2017,Office Supplies,2017-04
1886,04/2017,Furniture,2017-04
1980,04/2017,Furniture,2017-04
1981,04/2017,Office Supplies,2017-04
2155,04/2017,Furniture,2017-04
2253,04/2017,Office Supplies,2017-04
2422,04/2017,Office Supplies,2017-04
2423,04/2017,Office Supplies,2017-04
2542,04/2017,Furniture,2017-04
2602,04/2017,Office Supplies,2017-04
2603,04/2017,Technology,2017-04
2604,04/2017,Furniture,2017-04
2605,04/2017,Furniture,2017-04
2607,04/2017,Office Supplies,2017-04
2614,04/2017,Furniture,2017-04
2644,04/2017,Technology,2017-04
2645,04/2017,Furniture,2017-04
2688,04/2017,Office Supplies,2017-04
2723,04/2017,Office Supplies,2017-04
2829,04/2017,Office Supplies,2017-04
2830,04/2017,Office Supplies,2017-04
2831,04/2017,Office Supplies,2017-04
2898,04/2017,Technology,2017-04
2946,04/2017,Furniture,2017-04
3235,04/2017,Office Supplies,2017-04
3265,04/2017,Office Supplies,2017-04
3788,04/2017,Office Supplies,2017-04
3789,04/2017,Office Supplies,2017-04
3790,04/2017,Office Supplies,2017-04
3986,04/2017,Furniture,2017-04
3989,04/2017,Furniture,2017-04
4086,04/2017,Technology,2017-04
4087,04/2017,Office Supplies,2017-04
4088,04/2017,Office Supplies,2017-04
4160,04/2017,Office Supplies,2017-04
4215,04/2017,Office Supplies,2017-04
4243,04/2017,Technology,2017-04
4244,04/2017,Office Supplies,2017-04
4278,04/2017,Technology,2017-04
4279,04/2017,Furniture,2017-04
4280,04/2017,Office Supplies,2017-04
4304,04/2017,Office Supplies,2017-04
4452,04/2017,Furniture,2017-04
4453,04/2017,Office Supplies,2017-04
4454,04/2017,Furniture,2017-04
4455,04/2017,Office Supplies,2017-04
4648,04/2017,Furniture,2017-04
4987,04/2017,Office Supplies,2017-04
4988,04/2017,Furniture,2017-04
4989,04/2017,Office Supplies,2017-04
5331,04/2017,Furniture,2017-04
5332,04/2017,Office Supplies,2017-04
5333,04/2017,Office Supplies,2017-04
5440,04/2017,Office Supplies,2017-04
5777,04/2017,Office Supplies,2017-04
5778,04/2017,Office Supplies,2017-04
5807,04/2017,Office Supplies,2017-04
5808,04/2017,Office Supplies,2017-04
5809,04/2017,Office Supplies,2017-04
5868,04/2017,Office Supplies,2017-04
5869,04/2017,Office Supplies,2017-04
5890,04/2017,Office Supplies,2017-04
5936,04/2017,Furniture,2017-04
5937,04/2017,Technology,2017-04
5938,04/2017,Technology,2017-04
6037,04/2017,Furniture,2017-04
6038,04/2017,Office Supplies,2017-04
6039,04/2017,Office Supplies,2017-04
6040,04/2017,Office Supplies,2017-04
6043,04/2017,Furniture,2017-04
6135,04/2017,Office Supplies,2017-04
6306,04/2017,Office Supplies,2017-04
6307,04/2017,Furniture,2017-04
6308,04/2017,Office Supplies,2017-04
6309,04/2017,Furniture,2017-04
6310,04/2017,Office Supplies,2017-04
6311,04/2017,Office Supplies,2017-04
6729,04/2017,Furniture,2017-04
6773,04/2017,Office Supplies,2017-04
6774,04/2017,Office Supplies,2017-04
6775,04/2017,Office Supplies,2017-04
6919,04/2017,Office Supplies,2017-04
7108,04/2017,Technology,2017-04
7109,04/2017,Office Supplies,2017-04
7110,04/2017,Office Supplies,2017-04
7111,04/2017,Office Supplies,2017-04
7112,04/2017,Office Supplies,2017-04
7113,04/2017,Office Supplies,2017-04
7114,04/2017,Office Supplies,2017-04
7130,04/2017,Technology,2017-04
7131,04/2017,Office Supplies,2017-04
7666,04/2017,Office Supplies,2017-04
7667,04/2017,Technology,2017-04
7668,04/2017,Office Supplies,2017-04
7775,04/2017,Office Supplies,2017-04
7780,04/2017,Office Supplies,2017-04
7781,04/2017,Technology,2017-04
7783,04/2017,Office Supplies,2017-04
7784,04/2017,Furniture,2017-04
7785,04/2017,Office Supplies,2017-04
7913,04/2017,Furniture,2017-04
7986,04/2017,Office Supplies,2017-04
8157,04/2017,Furniture,2017-04
8228,04/2017,Furniture,2017-04
8229,04/2017,Office Supplies,2017-04
8230,04/2017,Technology,2017-04
8453,04/2017,Furniture,2017-04
8454,04/2017,Office Supplies,2017-04
8455,04/2017,Furniture,2017-04
8737,04/2017,Office Supplies,2017-04
8869,04/2017,Technology,2017-04
8922,04/2017,Technology,2017-04
8923,04/2017,Furniture,2017-04
9068,04/2017,Technology,2017-04
9073,04/2017,Office Supplies,2017-04
9074,04/2017,Technology,2017-04
9206,04/2017,Office Supplies,2017-04
9207,04/2017,Office Supplies,2017-04
9322,04/2017,Furniture,2017-04
9323,04/2017,Furniture,2017-04
9503,04/2017,Office Supplies,2017-04
9504,04/2017,Office Supplies,2017-04
9521,04/2017,Office Supplies,2017-04
9602,04/2017,Office Supplies,2017-04
9668,04/2017,Office Supplies,2017-04
9669,04/2017,Office Supplies,2017-04
9678,04/2017,Office Supplies,2017-04
9679,04/2017,Office Supplies,2017-04
9750,04/2017,Technology,2017-04
14,05/2017,Office Supplies,2017-05
89,05/2017,Office Supplies,2017-05
141,05/2017,Furniture,2017-05
148,05/2017,Technology,2017-05
149,05/2017,Technology,2017-05
150,05/2017,Furniture,2017-05
151,05/2017,Office Supplies,2017-05
441,05/2017,Furniture,2017-05
442,05/2017,Office Supplies,2017-05
443,05/2017,Office Supplies,2017-05
444,05/2017,Office Supplies,2017-05
445,05/2017,Furniture,2017-05
446,05/2017,Office Supplies,2017-05
501,05/2017,Office Supplies,2017-05
502,05/2017,Office Supplies,2017-05
503,05/2017,Furniture,2017-05
504,05/2017,Office Supplies,2017-05
505,05/2017,Office Supplies,2017-05
524,05/2017,Technology,2017-05
525,05/2017,Technology,2017-05
534,05/2017,Technology,2017-05
535,05/2017,Office Supplies,2017-05
639,05/2017,Furniture,2017-05
640,05/2017,Office Supplies,2017-05
770,05/2017,Furniture,2017-05
793,05/2017,Technology,2017-05
853,05/2017,Office Supplies,2017-05
863,05/2017,Technology,2017-05
864,05/2017,Office Supplies,2017-05
865,05/2017,Technology,2017-05
919,05/2017,Office Supplies,2017-05
920,05/2017,Office Supplies,2017-05
979,05/2017,Office Supplies,2017-05
1134,05/2017,Office Supplies,2017-05
1135,05/2017,Office Supplies,2017-05
1234,05/2017,Technology,2017-05
1274,05/2017,Office Supplies,2017-05
1275,05/2017,Furniture,2017-05
1276,05/2017,Office Supplies,2017-05
1277,05/2017,Technology,2017-05
1281,05/2017,Technology,2017-05
1330,05/2017,Furniture,2017-05
1336,05/2017,Office Supplies,2017-05
1358,05/2017,Office Supplies,2017-05
1383,05/2017,Office Supplies,2017-05
1384,05/2017,Office Supplies,2017-05
1385,05/2017,Office Supplies,2017-05
1386,05/2017,Furniture,2017-05
1387,05/2017,Furniture,2017-05
1388,05/2017,Office Supplies,2017-05
1389,05/2017,Technology,2017-05
1390,05/2017,Technology,2017-05
1391,05/2017,Office Supplies,2017-05
1392,05/2017,Office Supplies,2017-05
1393,05/2017,Office Supplies,2017-05
1445,05/2017,Technology,2017-05
1578,05/2017,Office Supplies,2017-05
1639,05/2017,Office Supplies,2017-05
1640,05/2017,Office Supplies,2017-05
1641,05/2017,Office Supplies,2017-05
1642,05/2017,Furniture,2017-05
1677,05/2017,Office Supplies,2017-05
1678,05/2017,Office Supplies,2017-05
1717,05/2017,Office Supplies,2017-05
1718,05/2017,Office Supplies,2017-05
1719,05/2017,Furniture,2017-05
1720,05/2017,Furniture,2017-05
1721,05/2017,Office Supplies,2017-05
1795,05/2017,Office Supplies,2017-05
1907,05/2017,Office Supplies,2017-05
1908,05/2017,Office Supplies,2017-05
2096,05/2017,Office Supplies,2017-05
2097,05/2017,Office Supplies,2017-05
2098,05/2017,Office Supplies,2017-05
2161,05/2017,Furniture,2017-05
2286,05/2017,Office Supplies,2017-05
2419,05/2017,Technology,2017-05
2441,05/2017,Technology,2017-05
2442,05/2017,Furniture,2017-05
2443,05/2017,Office Supplies,2017-05
2444,05/2017,Technology,2017-05
2445,05/2017,Office Supplies,2017-05
2446,05/2017,Technology,2017-05
2450,05/2017,Office Supplies,2017-05
2499,05/2017,Office Supplies,2017-05
2589,05/2017,Office Supplies,2017-05
2590,05/2017,Technology,2017-05
2784,05/2017,Technology,2017-05
2820,05/2017,Office Supplies,2017-05
2821,05/2017,Furniture,2017-05
2986,05/2017,Furniture,2017-05
2987,05/2017,Office Supplies,2017-05
2988,05/2017,Office Supplies,2017-05
3009,05/2017,Furniture,2017-05
3041,05/2017,Furniture,2017-05
3145,05/2017,Furniture,2017-05
3169,05/2017,Furniture,2017-05
3170,05/2017,Office Supplies,2017-05
3214,05/2017,Office Supplies,2017-05
3215,05/2017,Office Supplies,2017-05
3421,05/2017,Office Supplies,2017-05
3422,05/2017,Office Supplies,2017-05
3423,05/2017,Technology,2017-05
3424,05/2017,Office Supplies,2017-05
3425,05/2017,Technology,2017-05
3524,05/2017,Technology,2017-05
3531,05/2017,Office Supplies,2017-05
3532,05/2017,Office Supplies,2017-05
3593,05/2017,Office Supplies,2017-05
3617,05/2017,Office Supplies,2017-05
3688,05/2017,Office Supplies,2017-05
3727,05/2017,Office Supplies,2017-05
3728,05/2017,Office Supplies,2017-05
3729,05/2017,Office Supplies,2017-05
3874,05/2017,Office Supplies,2017-05
3875,05/2017,Office Supplies,2017-05
3876,05/2017,Technology,2017-05
3877,05/2017,Office Supplies,2017-05
3945,05/2017,Office Supplies,2017-05
3958,05/2017,Office Supplies,2017-05
3959,05/2017,Office Supplies,2017-05
3960,05/2017,Furniture,2017-05
3968,05/2017,Office Supplies,2017-05
4185,05/2017,Furniture,2017-05
4265,05/2017,Furniture,2017-05
4266,05/2017,Office Supplies,2017-05
4267,05/2017,Furniture,2017-05
4268,05/2017,Office Supplies,2017-05
4269,05/2017,Technology,2017-05
4361,05/2017,Office Supplies,2017-05
4370,05/2017,Office Supplies,2017-05
4371,05/2017,Office Supplies,2017-05
4372,05/2017,Office Supplies,2017-05
4597,05/2017,Office Supplies,2017-05
4615,05/2017,Office Supplies,2017-05
4616,05/2017,Office Supplies,2017-05
4705,05/2017,Office Supplies,2017-05
4706,05/2017,Office Supplies,2017-05
4707,05/2017,Furniture,2017-05
4724,05/2017,Office Supplies,2017-05
4797,05/2017,Office Supplies,2017-05
4798,05/2017,Office Supplies,2017-05
4799,05/2017,Furniture,2017-05
4800,05/2017,Technology,2017-05
4801,05/2017,Office Supplies,2017-05
4802,05/2017,Office Supplies,2017-05
4803,05/2017,Office Supplies,2017-05
4830,05/2017,Office Supplies,2017-05
4945,05/2017,Office Supplies,2017-05
4946,05/2017,Office Supplies,2017-05
4947,05/2017,Office Supplies,2017-05
4965,05/2017,Office Supplies,2017-05
5002,05/2017,Office Supplies,2017-05
5003,05/2017,Office Supplies,2017-05
5060,05/2017,Technology,2017-05
5061,05/2017,Office Supplies,2017-05
5171,05/2017,Furniture,2017-05
5172,05/2017,Office Supplies,2017-05
5173,05/2017,Office Supplies,2017-05
5177,05/2017,Office Supplies,2017-05
5301,05/2017,Furniture,2017-05
5302,05/2017,Technology,2017-05
5303,05/2017,Office Supplies,2017-05
5382,05/2017,Office Supplies,2017-05
5383,05/2017,Office Supplies,2017-05
5384,05/2017,Office Supplies,2017-05
5471,05/2017,Office Supplies,2017-05
5523,05/2017,Office Supplies,2017-05
5524,05/2017,Office Supplies,2017-05
5696,05/2017,Furniture,2017-05
5699,05/2017,Office Supplies,2017-05
5880,05/2017,Office Supplies,2017-05
6426,05/2017,Technology,2017-05
6427,05/2017,Office Supplies,2017-05
6428,05/2017,Office Supplies,2017-05
6429,05/2017,Technology,2017-05
6605,05/2017,Office Supplies,2017-05
6606,05/2017,Office Supplies,2017-05
6607,05/2017,Technology,2017-05
6608,05/2017,Furniture,2017-05
6609,05/2017,Technology,2017-05
6777,05/2017,Office Supplies,2017-05
6872,05/2017,Office Supplies,2017-05
6876,05/2017,Office Supplies,2017-05
6877,05/2017,Furniture,2017-05
6939,05/2017,Technology,2017-05
7067,05/2017,Office Supplies,2017-05
7068,05/2017,Office Supplies,2017-05
7069,05/2017,Office Supplies,2017-05
7071,05/2017,Office Supplies,2017-05
7115,05/2017,Furniture,2017-05
7116,05/2017,Office Supplies,2017-05
7254,05/2017,Office Supplies,2017-05
7255,05/2017,Furniture,2017-05
7256,05/2017,Office Supplies,2017-05
7257,05/2017,Office Supplies,2017-05
7258,05/2017,Office Supplies,2017-05
7259,05/2017,Office Supplies,2017-05
7260,05/2017,Office Supplies,2017-05
7261,05/2017,Technology,2017-05
7280,05/2017,Technology,2017-05
7307,05/2017,Technology,2017-05
7308,05/2017,Furniture,2017-05
7309,05/2017,Office Supplies,2017-05
7315,05/2017,Technology,2017-05
7409,05/2017,Furniture,2017-05
7467,05/2017,Office Supplies,2017-05
7522,05/2017,Office Supplies,2017-05
7523,05/2017,Office Supplies,2017-05
7524,05/2017,Furniture,2017-05
7550,05/2017,Furniture,2017-05
7591,05/2017,Furniture,2017-05
7592,05/2017,Furniture,2017-05
7593,05/2017,Office Supplies,2017-05
7594,05/2017,Furniture,2017-05
7605,05/2017,Furniture,2017-05
7606,05/2017,Furniture,2017-05
7607,05/2017,Office Supplies,2017-05
7734,05/2017,Office Supplies,2017-05
7787,05/2017,Office Supplies,2017-05
7788,05/2017,Office Supplies,2017-05
7789,05/2017,Furniture,2017-05
7790,05/2017,Office Supplies,2017-05
7869,05/2017,Office Supplies,2017-05
8142,05/2017,Office Supplies,2017-05
8143,05/2017,Office Supplies,2017-05
8144,05/2017,Furniture,2017-05
8145,05/2017,Technology,2017-05
8296,05/2017,Office Supplies,2017-05
8297,05/2017,Technology,2017-05
8456,05/2017,Technology,2017-05
8482,05/2017,Office Supplies,2017-05
8752,05/2017,Office Supplies,2017-05
8753,05/2017,Technology,2017-05
8776,05/2017,Office Supplies,2017-05
8901,05/2017,Furniture,2017-05
8902,05/2017,Office Supplies,2017-05
8903,05/2017,Furniture,2017-05
8904,05/2017,Office Supplies,2017-05
8963,05/2017,Furniture,2017-05
8964,05/2017,Technology,2017-05
8965,05/2017,Furniture,2017-05
9142,05/2017,Technology,2017-05
9276,05/2017,Office Supplies,2017-05
9277,05/2017,Technology,2017-05
9316,05/2017,Technology,2017-05
9317,05/2017,Office Supplies,2017-05
9375,05/2017,Office Supplies,2017-05
9490,05/2017,Office Supplies,2017-05
9501,05/2017,Furniture,2017-05
9610,05/2017,Furniture,2017-05
9611,05/2017,Office Supplies,2017-05
9631,05/2017,Office Supplies,2017-05
9632,05/2017,Technology,2017-05
9718,05/2017,Technology,2017-05
9719,05/2017,Technology,2017-05
9796,05/2017,Office Supplies,2017-05
48,06/2017,Technology,2017-06
49,06/2017,Technology,2017-06
56,06/2017,Office Supplies,2017-06
57,06/2017,Office Supplies,2017-06
58,06/2017,Furniture,2017-06
59,06/2017,Office Supplies,2017-06
60,06/2017,Technology,2017-06
61,06/2017,Office Supplies,2017-06
62,06/2017,Office Supplies,2017-06
99,06/2017,Office Supplies,2017-06
129,06/2017,Furniture,2017-06
130,06/2017,Furniture,2017-06
265,06/2017,Technology,2017-06
434,06/2017,Office Supplies,2017-06
480,06/2017,Office Supplies,2017-06
481,06/2017,Office Supplies,2017-06
851,06/2017,Office Supplies,2017-06
852,06/2017,Office Supplies,2017-06
934,06/2017,Office Supplies,2017-06
935,06/2017,Office Supplies,2017-06
936,06/2017,Office Supplies,2017-06
937,06/2017,Office Supplies,2017-06
941,06/2017,Office Supplies,2017-06
1042,06/2017,Technology,2017-06
1043,06/2017,Furniture,2017-06
1099,06/2017,Office Supplies,2017-06
1100,06/2017,Furniture,2017-06
1101,06/2017,Technology,2017-06
1102,06/2017,Office Supplies,2017-06
1133,06/2017,Office Supplies,2017-06
1286,06/2017,Office Supplies,2017-06
1307,06/2017,Office Supplies,2017-06
1308,06/2017,Office Supplies,2017-06
1309,06/2017,Office Supplies,2017-06
1310,06/2017,Office Supplies,2017-06
1311,06/2017,Furniture,2017-06
1552,06/2017,Office Supplies,2017-06
1694,06/2017,Technology,2017-06
1901,06/2017,Office Supplies,2017-06
1945,06/2017,Technology,2017-06
1946,06/2017,Office Supplies,2017-06
2085,06/2017,Office Supplies,2017-06
2086,06/2017,Office Supplies,2017-06
2087,06/2017,Office Supplies,2017-06
2088,06/2017,Office Supplies,2017-06
2089,06/2017,Office Supplies,2017-06
2146,06/2017,Furniture,2017-06
2147,06/2017,Office Supplies,2017-06
2148,06/2017,Office Supplies,2017-06
2191,06/2017,Office Supplies,2017-06
2380,06/2017,Office Supplies,2017-06
2381,06/2017,Office Supplies,2017-06
2382,06/2017,Furniture,2017-06
2686,06/2017,Office Supplies,2017-06
2687,06/2017,Office Supplies,2017-06
2904,06/2017,Office Supplies,2017-06
2905,06/2017,Furniture,2017-06
2934,06/2017,Technology,2017-06
2935,06/2017,Technology,2017-06
2936,06/2017,Office Supplies,2017-06
2937,06/2017,Office Supplies,2017-06
2938,06/2017,Office Supplies,2017-06
2939,06/2017,Office Supplies,2017-06
2940,06/2017,Office Supplies,2017-06
3359,06/2017,Office Supplies,2017-06
3360,06/2017,Technology,2017-06
